ECDS_UniqueID,Sort1,Sort2,Sort3,ECDS_Group1,ECDS_Group2,ECDS_Group3,ECDS_Description,ECDS_SearchTerms,SNOMED_Code,Flag_Injury,Flag_NotifiableDisease,Flag_Male,Flag_Female,Flag_Allergy,Flag_SDEC,Flag_ADS,Notes,ICD10_Mapping
UEC04DIA1161351000,11,61,35,Soft tissue inj / wound,Crush injury,Back,Crush injury : back,crush injury back,59038002,1,0,1,1,0,0,1,,S38.1
UEC04DIA1161411000,11,61,41,Soft tissue inj / wound,Crush injury,Abdomen,Crush injury : abdomen,crush injury abdomen,68565009,1,0,1,1,0,0,1,,S38.1
UEC04DIA1161451000,11,61,45,Soft tissue inj / wound,Crush injury,Pelvis,Crush injury : pelvis,crush injury pelvis pelvic groin perineum penis vagina vulva testes balls testis genital,283859007,1,0,1,1,0,0,1,,S38.1
UEC04DIA1161471000,11,61,47,Soft tissue inj / wound,Crush injury,Hand,Crush injury : hand,crush injury hand thumb finger digit,50793006,1,0,1,1,0,0,1,,S67.8
UEC04DIA1161481000,11,61,48,Soft tissue inj / wound,Crush injury,Thumb,Crush injury : thumb,crush injury thumb finger digit,283858004,1,0,1,1,0,0,1,,S67.0
UEC04DIA1161491000,11,61,49,Soft tissue inj / wound,Crush injury,Finger,Crush injury : finger,crush injury finger digit hand thumb ring middle little index,10380004,1,0,1,1,0,0,1,,S67.0
UEC04DIA1161511000,11,61,51,Soft tissue inj / wound,Crush injury,Shoulder,Crush injury : shoulder,crush injury shoulder,2591000,1,0,1,1,0,0,1,,S47
UEC04DIA1161531000,11,61,53,Soft tissue inj / wound,Crush injury,Upper arm,Crush injury : upper arm,crush injury upper arm,19180002,1,0,1,1,0,0,1,,S47
UEC04DIA1161551000,11,61,55,Soft tissue inj / wound,Crush injury,Forearm,Crush injury : forearm,crush injury forearm arm,111693009,1,0,1,1,0,0,1,,S57.9
UEC04DIA1161611000,11,61,61,Soft tissue inj / wound,Crush injury,Upper leg,Crush injury : upper leg,crush injury thigh leg,74270009,1,0,1,1,0,0,1,,S77.1
UEC04DIA1161631000,11,61,63,Soft tissue inj / wound,Crush injury,Lower leg,Crush injury : lower leg,crush injury lower leg,40874009,1,0,1,1,0,0,1,,S87.8
UEC04DIA1161651000,11,61,65,Soft tissue inj / wound,Crush injury,Ankle,Crush injury : ankle,crush injury ankle foot,65896005,1,0,1,1,0,0,1,,S97.0
UEC04DIA1161671000,11,61,67,Soft tissue inj / wound,Crush injury,Foot,Crush injury : foot,crush injury foot toe,43422002,1,0,1,1,0,0,1,,S97.8
UEC04DIA1161691000,11,61,69,Soft tissue inj / wound,Crush injury,Toe,Crush injury : toe,crush injury toe foot,74682007,1,0,1,1,0,0,1,,S97.1
UEC04DIA1171111000,11,71,11,Soft tissue inj / wound,Degloving injury,Head,Degloving injury : head,degloving injury head,283842002,1,0,1,1,0,0,1,New code introduced July 2021,S08.0
UEC04DIA1171211000,11,71,21,Soft tissue inj / wound,Degloving injury,Neck,Degloving injury : neck,degloving injury neck,283843007,1,0,1,1,0,0,1,,S11.9
UEC04DIA1171251000,11,71,25,Soft tissue inj / wound,Degloving injury,Thorax,Degloving injury : thorax,degloving injury chest thorax back,210408006,1,0,1,1,0,0,1,,S21.9
UEC04DIA1171311000,11,71,31,Soft tissue inj / wound,Degloving injury,Back,Degloving injury : back,degloving injury back chest thorax,210417006,1,0,1,1,0,0,1,,S31.0
UEC04DIA1171341000,11,71,34,Soft tissue inj / wound,Degloving injury,Abdomen,Degloving injury : abdomen,degloving injury abdomen,283846004,1,0,1,1,0,0,1,,S31.8
UEC04DIA1171381000,11,71,38,Soft tissue inj / wound,Degloving injury,Genitals,Degloving injury : genitals,degloving pelvis pelvic groin perineum penis vagina vulva testes balls testis genital,283849006,1,0,1,1,0,0,1,New code introduced July 2021,S31.5
UEC04DIA1171391000,11,71,39,Soft tissue inj / wound,Degloving injury,Buttock,Degloving injury : buttock,degloving injury buttock,210422006,1,0,1,1,0,0,1,,S31.0
UEC04DIA1171411000,11,71,41,Soft tissue inj / wound,Degloving injury,Shoulder,Degloving injury : shoulder,degloving injury shoulder,210524009,1,0,1,1,0,0,1,,S41.0
UEC04DIA1171451000,11,71,45,Soft tissue inj / wound,Degloving injury,Upper arm,Degloving injury : upper arm,degloving injury upper arm,210527002,1,0,1,1,0,0,1,,S41.1
UEC04DIA1171471000,11,71,47,Soft tissue inj / wound,Degloving injury,Forearm,Degloving injury : forearm,degloving injury forearm wrist arm,210553005,1,0,1,1,0,0,1,,S51.9
UEC04DIA1171551000,11,71,55,Soft tissue inj / wound,Degloving injury,Hand,Degloving injury : hand,degloving injury hand finger digit,210571003,1,0,1,1,0,0,1,,S61.9
UEC04DIA1171581000,11,71,58,Soft tissue inj / wound,Degloving injury,Thumb,Degloving injury : thumb,degloving injury thumb digit hand,210604001,1,0,1,1,0,0,1,,S61.0
UEC04DIA1171591000,11,71,59,Soft tissue inj / wound,Degloving injury,Finger,Degloving injury : finger,degloving injury finger digit hand thumb index middle ring little,210597009,1,0,1,1,0,0,1,,S61.0
UEC04DIA1171671000,11,71,67,Soft tissue inj / wound,Degloving injury,Upper leg,Degloving injury : upper leg,degloving injury thigh knee leg,210678002,1,0,1,1,0,0,1,,S71.1
UEC04DIA1171711000,11,71,71,Soft tissue inj / wound,Degloving injury,Lower leg,Degloving injury : lower leg,degloving injury lower leg ankle knee,210702006,1,0,1,1,0,0,1,,S81.9
UEC04DIA1171731000,11,71,73,Soft tissue inj / wound,Degloving injury,Ankle,Degloving injury : ankle,degloving injury ankle foot,210703001,1,0,1,1,0,0,1,,S91.0
UEC04DIA1171771000,11,71,77,Soft tissue inj / wound,Degloving injury,Foot,Degloving injury : foot,degloving injury foot ankle,210720002,1,0,1,1,0,0,1,,S91.3
UEC04DIA1171791000,11,71,79,Soft tissue inj / wound,Degloving injury,Toe,Degloving injury : toe,degloving injury toe foot,210732003,1,0,1,1,0,0,1,,S91.1
UEC04DIA1181111000,11,81,11,Soft tissue inj / wound,Burn,Head,Burn : head,burn head face,262581006,1,0,1,1,0,0,1,,T20.0
UEC04DIA1181151000,11,81,15,Soft tissue inj / wound,Burn,Eye,Burn : eye,burn eye face head,274205003,1,0,1,1,0,0,1,,T26.4
UEC04DIA1181211000,11,81,21,Soft tissue inj / wound,Burn,Face,Burn : face,burn face head face cheek forehead chin,262582004,1,0,1,1,0,0,1,,T20.0
UEC04DIA1181231000,11,81,23,Soft tissue inj / wound,Burn,Airway,Burn : airway,burn airway head face nose mouth pharynx nasopharynx oropharynx,284188001,1,0,1,1,0,0,1,,T27.3
UEC04DIA1181251000,11,81,25,Soft tissue inj / wound,Burn,Neck,Burn : neck,burn neck head face neck,60713008,1,0,1,1,0,0,1,,T20.0
UEC04DIA1181311000,11,81,31,Soft tissue inj / wound,Burn,Trunk,Burn : trunk,burn chest abdomen stomach back flank thorax loin,52405000,1,0,1,1,0,0,1,,T21.0
UEC04DIA1181411000,11,81,41,Soft tissue inj / wound,Burn,Perineum,Burn : perineum,burn pelvis pelvic groin perineum penis vagina vulva testes balls testis genital,284219006,1,0,1,1,0,0,1,,T21.0
UEC04DIA1181431000,11,81,43,Soft tissue inj / wound,Burn,Buttock,Burn : buttock,burn buttock bum lower back loin,284223003,1,0,1,1,0,0,1,,T21.0
UEC04DIA1181511000,11,81,51,Soft tissue inj / wound,Burn,Shoulder,Burn : shoulder,burn shoulder arm neck trunk thorax,57143002,1,0,1,1,0,0,1,,T22.0
UEC04DIA1181551000,11,81,55,Soft tissue inj / wound,Burn,Upper arm,Burn : upper arm,burn upper arm shoulder,14261008,1,0,1,1,0,0,1,,T22.0
UEC04DIA1181571000,11,81,57,Soft tissue inj / wound,Burn,Elbow,Burn : elbow,burn elbow arm,18084001,1,0,1,1,0,0,1,,T22.0
UEC04DIA1181611000,11,81,61,Soft tissue inj / wound,Burn,Forearm,Burn : forearm,burn forearm arm elbow,80827001,1,0,1,1,0,0,1,,T22.0
UEC04DIA1181651000,11,81,65,Soft tissue inj / wound,Burn,Hand,Burn : hand,burn hand forearm wrist,14893008,1,0,1,1,0,0,1,,T23.0
UEC04DIA1181671000,11,81,67,Soft tissue inj / wound,Burn,Thumb,Burn : thumb,burn thumb digit finger,64090007,1,0,1,1,0,0,1,,T23.0
UEC04DIA1181681000,11,81,68,Soft tissue inj / wound,Burn,Finger,Burn : finger,burn finger thumb digit ring index middle little,770610006,1,0,1,1,0,0,1,,T23.0
UEC04DIA1181711000,11,81,71,Soft tissue inj / wound,Burn,Upper leg,Burn : upper leg,burn thigh leg,6132001,1,0,1,1,0,0,1,,T24.0
UEC04DIA1181731000,11,81,73,Soft tissue inj / wound,Burn,Knee,Burn : knee,burn knee leg,19684007,1,0,1,1,0,0,1,,T24.0
UEC04DIA1181751000,11,81,75,Soft tissue inj / wound,Burn,Lower Leg,Burn : lower leg,burn lower leg,37696000,1,0,1,1,0,0,1,,T24.0
UEC04DIA1181771000,11,81,77,Soft tissue inj / wound,Burn,Foot,Burn : foot,burn foot toe,11980003,1,0,1,1,0,0,1,,T25.0
UEC04DIA1181791000,11,81,79,Soft tissue inj / wound,Burn,Toe,Burn : toe,burn toe foot,88374002,1,0,1,1,0,0,1,,T25.0
UEC04DIA2111111000,21,11,11,Fracture / dislocation,Closed fracture,Skull,Closed fracture : skull,closed fracture skull head injury,371162008,1,0,1,1,0,0,1,,S02.9
UEC04DIA2111171000,21,11,17,Fracture / dislocation,Closed fracture,Nose,Closed fracture : nose,nose nasal fracture face,81639003,1,0,1,1,0,0,1,,S02.2
UEC04DIA2111181000,21,11,18,Fracture / dislocation,Closed fracture,Facial bones / mandible,Closed fracture : facial bones / mandible,closed fracture facial bones mandible jaw face,430984009,1,0,1,1,0,0,1,,S02.6
UEC04DIA2111251000,21,11,25,Fracture / dislocation,Closed fracture,Sternum,Closed fracture : sternum,closed fracture sternum breastbone,66112004,1,0,1,1,0,0,1,,S22.2
UEC04DIA2111271000,21,11,27,Fracture / dislocation,Closed fracture,Rib (s),Closed fracture : rib,closed fracture rib chest flail segment pneumothorax,60667009,1,0,1,1,0,0,1,,S22.3
UEC04DIA2111311000,21,11,31,Fracture / dislocation,Closed fracture,Cervical spine,Closed fracture : cervical spine,closed fracture cervical spine neck hangmans,269062008,1,0,1,1,0,1,1,,S12.9
UEC04DIA2111321000,21,11,32,Fracture / dislocation,Closed fracture,Thoracic spine,Closed fracture : thoracic spine,closed fracture thoracic spine chest,207938004,1,0,1,1,0,1,1,,S22.0
UEC04DIA2111331000,21,11,33,Fracture / dislocation,Closed fracture,Lumbar spine,Closed fracture : lumbar spine,closed fracture lumbar spine back,207957008,1,0,1,1,0,1,1,,S32.0
UEC04DIA2111351000,21,11,35,Fracture / dislocation,Closed fracture,Pubic rami,Closed fracture : pubic rami,closed fracture pubic rami pelvis,13695006,1,0,1,1,0,1,1,,S32.5
UEC04DIA2111371000,21,11,37,Fracture / dislocation,Closed fracture,Sacrum,Closed fracture : sacrum,closed fracture sacrum pelvis,207974008,1,0,1,1,0,0,1,,S32.1
UEC04DIA2111381000,21,11,38,Fracture / dislocation,Closed fracture,Coccyx,Closed fracture : coccyx,closed fractture coccyx coccydynia,766775007,1,0,1,1,0,0,1,,S32.2
UEC04DIA2111391000,21,11,39,Fracture / dislocation,Closed fracture,Pelvis,Closed fracture : pelvis,closed fracture pelvis,91037003,1,0,1,1,0,0,1,,S32.8
UEC04DIA2111411000,21,11,41,Fracture / dislocation,Closed fracture,Clavicle,Closed fracture : clavicle,closed fracture clavicle collarbone,33173003,1,0,1,1,0,0,1,,S42.0
UEC04DIA2111431000,21,11,43,Fracture / dislocation,Closed fracture,Scapula,Closed fracture : scapula,closed fracture shoulder shoulderblade acromiom coracoid glenoid,29749002,1,0,1,1,0,1,1,,S42.1
UEC04DIA2111451000,21,11,45,Fracture / dislocation,Closed fracture,Humerus,Closed fracture : humerus,closed fracture humerus arm,43295006,1,0,1,1,0,1,1,,S42.3
UEC04DIA2111481000,21,11,48,Fracture / dislocation,Closed fracture,Supracondylar (humerus),Closed fracture : supracondylar (humerus),closed fracture supracondylar humerus arm,58580000,1,0,1,1,0,1,1,New code introduced July 2021,S42.3
UEC04DIA2111491000,21,11,49,Fracture / dislocation,Closed fracture,Elbow,Closed fracture : elbow joint,closed fracture elbow joint olecranon coronoid,302222008,1,0,1,1,0,0,1,,S52.0
UEC04DIA2111511000,21,11,51,Fracture / dislocation,Closed fracture,Radius,Closed fracture : radius,closed fracture distal radius colles smiths bartons wrist forearm,111640008,1,0,1,1,0,1,0,,S52.3
UEC04DIA2111531000,21,11,53,Fracture / dislocation,Closed fracture,Ulna,Closed fracture : ulna,closed fracture ulna styloid wrist forearm,71555008,1,0,1,1,0,1,0,,S52.2
UEC04DIA2111551000,21,11,55,Fracture / dislocation,Closed fracture,Radius AND ulna,Closed fracture : radius AND ulna,closed fracture radius ulna forearm,53627009,1,0,1,1,0,1,1,,S52.4
UEC04DIA2111581000,21,11,58,Fracture / dislocation,Closed fracture,Monteggia (frac ulna : disloc rad),Closed fracture : Monteggia (frac ulna : disloc rad),closed fracture monteggia dislocation galeazzi elbow forearm,29045004,1,0,1,1,0,0,0,,S52.0
UEC04DIA2111591000,21,11,59,Fracture / dislocation,Closed fracture,Galeazzi (frac rad : disloc ulna),Closed fracture : Galeazzi (frac rad : disloc ulna),closed fracture monteggia dislocation galeazzi forearm wrist,208322000,1,0,1,1,0,0,0,,S52.1
UEC04DIA2111601000,21,11,60,Fracture / dislocation,Closed fracture,Scaphoid,Closed fracture : scaphoid,closed fracture scaphoid wrist carpal carpus,208371005,1,0,1,1,0,1,1,,S62.0
UEC04DIA2111611000,21,11,61,Fracture / dislocation,Closed fracture,Carpal bones,Closed fracture : carpal bones,closed fracture carpal bones wrist carpus,9468002,1,0,1,1,0,1,1,,S62.1
UEC04DIA2111651000,21,11,65,Fracture / dislocation,Closed fracture,Hand,Closed fracture : hand,closed fracture hand metacarpal carpal carpus,208394006,1,0,1,1,0,0,1,,S62.8
UEC04DIA2111671000,21,11,67,Fracture / dislocation,Closed fracture,Thumb metacarpal,Closed fracture : thumb metacarpal,closed fracture thumb bennett rolando metacarpal thenar,208403005,1,0,1,1,0,0,1,,S62.2
UEC04DIA2111681000,21,11,68,Fracture / dislocation,Closed fracture,Thumb phalanx,Closed fracture : thumb phalanx,closed fracture thumb phalanx tip,704213001,1,0,1,1,0,0,1,,S62.5
UEC04DIA2111691000,21,11,69,Fracture / dislocation,Closed fracture,Finger,Closed fracture : finger,closed fracture finger phalanx tip,24424003,1,0,1,1,0,0,1,,S62.6
UEC04DIA2111711000,21,11,71,Fracture / dislocation,Closed fracture,Hip (NoF),Closed fracture : hip (NoF),closed fracture neck of femur intertrochanteric trochanter nof subcapital transcervical garden pertrochanteric subtrochanteric,359817006,1,0,1,1,0,0,1,,S72.0
UEC04DIA2111751000,21,11,75,Fracture / dislocation,Closed fracture,Femur (not NoF),Closed fracture : femur (not NoF),closed fracture femur shaft supracondylar,25415003,1,0,1,1,0,0,1,,S72.9
UEC04DIA2111781000,21,11,78,Fracture / dislocation,Closed fracture,Knee,Closed fracture : knee,closed fracture knee,428151000,1,0,1,1,0,0,1,,S82.1
UEC04DIA2111791000,21,11,79,Fracture / dislocation,Closed fracture,Patella,Closed fracture : patella,closed fracture patella knee cap kneecap,80756009,1,0,1,1,0,0,1,,S82.0
UEC04DIA2111811000,21,11,81,Fracture / dislocation,Closed fracture,Tibia (not ankle),Closed fracture : tibia (not ankle),closed fracture tibia lower leg,447139008,1,0,1,1,0,1,0,,S82.2
UEC04DIA2111831000,21,11,83,Fracture / dislocation,Closed fracture,Fibula (not ankle),Closed fracture : fibula (not ankle),closed fracture fibula fibular,447395005,1,0,1,1,0,1,0,,S82.4
UEC04DIA2111851000,21,11,85,Fracture / dislocation,Closed fracture,Tibia AND fibula (not ankle),Closed fracture : tibia AND fibula (not ankle),closed fracture tibia fibula fibular,413877007,1,0,1,1,0,1,1,,S82.7
UEC04DIA2111891000,21,11,89,Fracture / dislocation,Closed fracture,Ankle,Closed fracture : ankle,closed fracture ankle bimalleolar trimalleolar plafond pilon,42188001,1,0,1,1,0,1,1,,S82.8
UEC04DIA2111911000,21,11,91,Fracture / dislocation,Closed fracture,Heel,Closed fracture : heel,closed fracture ankle foot calcaneum heel,64665009,1,0,1,1,0,1,1,,S92.0
UEC04DIA2111931000,21,11,93,Fracture / dislocation,Closed fracture,Foot,Closed fracture : foot,closed fracture foot,342070009,1,0,1,1,0,1,1,,S92.9
UEC04DIA2111971000,21,11,97,Fracture / dislocation,Closed fracture,Toe,Closed fracture : toe,closed fracture toe,81576005,1,0,1,1,0,0,1,,S92.5
UEC04DIA2121111000,21,21,11,Fracture / dislocation,Open fracture,Skull,Open fracture : skull,open fracture skull head injury,371161001,1,0,1,1,0,0,1,,S02.9
UEC04DIA2121181000,21,21,18,Fracture / dislocation,Open fracture,Facial bones / mandible,Open fracture : facial bones / mandible,open fracture facial bones mandible jaw,111609001,1,0,1,1,0,0,1,,S02.9
UEC04DIA2121211000,21,21,21,Fracture / dislocation,Open fracture,Nose,Open fracture : nose,nose nasal fracture face,40613008,1,0,1,1,0,0,1,,S02.2
UEC04DIA2121251000,21,21,25,Fracture / dislocation,Open fracture,Sternum,Open fracture : sternum,open fracture sternum breastbone,87225004,1,0,1,1,0,0,1,,S22.2
UEC04DIA2121271000,21,21,27,Fracture / dislocation,Open fracture,Rib (s),Open fracture : rib (s),open fracture rib chest pneumothrorax sucking wound,45910007,1,0,1,1,0,0,1,,S22.3
UEC04DIA2121311000,21,21,31,Fracture / dislocation,Open fracture,Cervical spine,Open fracture : cervical spine,open fracture cervical spine neck,269070003,1,0,1,1,0,0,1,,S12.9
UEC04DIA2121321000,21,21,32,Fracture / dislocation,Open fracture,Thoracic spine,Open fracture : thoracic spine,open fracture thoracic spine chest,207949005,1,0,1,1,0,0,1,,S22.0
UEC04DIA2121331000,21,21,33,Fracture / dislocation,Open fracture,Lumbar spine,Open fracture : lumbar spine,open fracture lumbar spine,207965006,1,0,1,1,0,0,1,,S32.0
UEC04DIA2121361000,21,21,36,Fracture / dislocation,Open fracture,Sacrum,Open fracture : sacrum,open fracture sacrum pelvis,207977001,1,0,1,1,0,0,1,,S32.1
UEC04DIA2121371000,21,21,37,Fracture / dislocation,Open fracture,Coccyx,Open fracture : coccyx,open fracture coccyx coccydynia,767262002,1,0,1,1,0,0,1,,S32.2
UEC04DIA2121391000,21,21,39,Fracture / dislocation,Open fracture,Pelvis,Open fracture : pelvis,open fracture pelvis open book shear,15474008,1,0,1,1,0,0,1,,S32.8
UEC04DIA2121411000,21,21,41,Fracture / dislocation,Open fracture,Clavicle,Open fracture : clavicle,open fracture shoulder clavicle collarbone,111637008,1,0,1,1,0,0,1,,S42.0
UEC04DIA2121431000,21,21,43,Fracture / dislocation,Open fracture,Scapula,Open fracture : scapula,open fracture shoulder scapula shoulderblade acromiom coracoid glenoid,47864008,1,0,1,1,0,0,1,,S42.1
UEC04DIA2121451000,21,21,45,Fracture / dislocation,Open fracture,Humerus,Open fracture : humerus,open fracture humerus arm,89294002,1,0,1,1,0,0,1,,S42.3
UEC04DIA2121481000,21,21,48,Fracture / dislocation,Open fracture,Supracondylar (humerus),Open fracture : supracondylar (humerus),open fracture humerus arm,62356006,1,0,1,1,0,0,1,New code introduced July 2021,S42.4
UEC04DIA2121491000,21,21,49,Fracture / dislocation,Open fracture,Elbow,Open fracture : elbow joint,open fracture elbow joint olecranon supracondylar,302232001,1,0,1,1,0,0,1,,S52.0
UEC04DIA2121511000,21,21,51,Fracture / dislocation,Open fracture,Radius,Open fracture : radius,open fracture radius colles smiths bartons forearm wrist,42945005,1,0,1,1,0,0,0,,S52.3
UEC04DIA2121531000,21,21,53,Fracture / dislocation,Open fracture,Ulna,Open fracture : ulna,open fracture ulna forearm,37449000,1,0,1,1,0,0,0,,S52.2
UEC04DIA2121561000,21,21,56,Fracture / dislocation,Open fracture,Radius AND ulna,Open fracture : radius AND ulna,open fracture radius ulna banana forearm,81966000,1,0,1,1,0,0,1,,S52.5
UEC04DIA2121581000,21,21,58,Fracture / dislocation,Open fracture,Monteggia (frac ulna : disloc rad),Open fracture : Monteggia (frac ulna : disloc rad),open fracture monteggia galeazzi radius ulna elbow dislocation forearm,34578006,1,0,1,1,0,0,0,,S52.0
